state,distnum,distid,party,yearel,origvote,totvote,highestvote,sechighestvote,officeexp,share_t,margin_t,margin_tm1,margin_tm2,incumbent
1,4,4,100,1956,88487,284274,194333,88487,0,0.3112736303706987,-0.18712608726398416,-0.07603429517282423,-0.10420809333382253,0
1,4,4,100,1958,119766,235271,119766,115505,0,0.5090555147043196,0.009055514704319645,-0.18712608726398416,-0.07603429517282423,0
1,4,4,100,1960,150205,313209,160654,150205,1,0.47956795622092596,-0.01680665510729945,0.009055514704319645,-0.18712608726398416,1
1,4,4,100,1962,122362,254957,132595,122362,0,0.479931910086799,-0.020068089913201026,-0.01680665510729945,0.009055514704319645,0
1,4,4,100,1964,117220,226247,117220,109027,1,0.5181063174318333,0.01810631743183333,-0.020068089913201026,-0.01680665510729945,0
1,4,4,100,1966,89709,176046,89709,86337,2,0.5095770423639276,0.009577042363927646,0.01810631743183333,-0.020068089913201026,1
1,4,4,100,1968,104723,221270,113749,104723,3,0.47328151127581686,-0.020657109377860805,0.009577042363927646,0.01810631743183333,1
1,4,4,100,1970,78699,184621,104494,78699,0,0.42627328418760596,-0.07040389097836708,-0.020657109377860805,0.009577042363927646,0
1,4,4,100,1972,79515,215398,135883,79515,0,0.36915384543960483,-0.13084615456039517,-0.07040389097836708,-0.020657109377860805,0
1,4,4,100,1974,71047,157217,83630,71047,0,0.451904056177131,-0.040675084207736134,-0.13084615456039517,-0.07040389097836708,0
1,4,4,100,1976,76722,207033,126314,76722,0,0.3705786034110504,-0.12212612541618234,-0.040675084207736134,-0.13084615456039517,0
1,4,4,100,1978,59918,143908,83990,59918,0,0.41636323206493037,-0.08363676793506963,-0.12212612541618234,-0.040675084207736134,0
1,4,4,100,1980,74326,198611,124285,74326,0,0.3742290205477038,-0.1257709794522962,-0.08363676793506963,-0.12212612541618234,0
1,4,4,100,1982,71110,165897,93660,71110,0,0.4286394570124836,-0.0684287188201736,-0.1257709794522962,-0.08363676793506963,0
1,4,4,100,1984,69666,235310,165644,69666,0,0.29606051591517574,-0.20393948408482426,-0.0684287188201736,-0.1257709794522962,0
1,4,4,100,1986,66999,144211,77212,66999,0,0.46459007981360645,-0.03540992018639355,-0.20393948408482426,-0.0684287188201736,0
1,4,4,100,1988,55751,205973,147843,55751,0,0.27067139867846757,-0.22616580056386731,-0.03540992018639355,-0.20393948408482426,0
1,4,4,100,1990,32352,138034,105682,32352,0,0.2343770375414753,-0.2656229624585247,-0.22616580056386731,-0.03540992018639355,0
1,4,4,100,1992,58666,219606,147816,58666,0,0.26714206351374736,-0.21587838165070078,-0.2656229624585247,-0.22616580056386731,0
1,4,4,100,1994,34962,147062,109436,34962,0,0.23773646489235833,-0.25787753292981896,-0.21587838165070078,-0.2656229624585247,0
1,4,4,100,1996,75902,201712,121949,75902,0,0.3762889664472119,-0.11636787279316252,-0.25787753292981896,-0.21587838165070078,0
1,4,4,100,1998,40988,137204,94767,40988,0,0.2987376461327658,-0.19807373577400467,-0.11636787279316252,-0.25787753292981896,0
1,5,5,100,1946,39785,97559,51790,39785,0,0.4078045080412878,-0.06554736554736557,NA,NA,NA
1,5,5,100,1948,58300,122989,62804,58300,0,0.47402613241834635,-0.018595587263839364,-0.06554736554736557,NA,0
1,5,5,100,1950,56752,124306,65915,56752,0,0.45655076987434234,-0.037349083290534546,-0.018595587263839364,-0.06554736554736557,0
1,5,5,100,1952,64020,147868,83848,64020,0,0.43295371547596506,-0.06704628452403494,-0.037349083290534546,-0.018595587263839364,0
1,5,5,100,1954,61313,129764,68451,61313,0,0.47249622391418267,-0.027503776085817333,-0.06704628452403494,-0.037349083290534546,0
1,5,5,100,1956,56375,148065,91690,56375,0,0.3807449430993145,-0.1192550569006855,-0.027503776085817333,-0.06704628452403494,0
1,5,5,100,1958,72604,134957,72604,62353,0,0.5379787636061857,0.037978763606185684,-0.1192550569006855,-0.027503776085817333,0
1,5,5,100,1960,88310,160274,88310,71964,1,0.5509939229070218,0.05099392290702176,0.037978763606185684,-0.1192550569006855,1
1,5,5,100,1962,83321,142393,83321,59072,2,0.5851481463274177,0.08514814632741774,0.05099392290702176,0.037978763606185684,1
1,5,5,100,1964,133072,197723,133072,64651,3,0.673022359563632,0.173022359563632,0.08514814632741774,0.05099392290702176,1
1,5,5,100,1966,96801,163895,96801,67094,4,0.5906281460691296,0.09062814606912961,0.173022359563632,0.08514814632741774,1
1,5,5,100,1968,110337,195928,110337,85591,5,0.5631507492548283,0.06315074925482833,0.09062814606912961,0.173022359563632,1
1,5,5,100,1970,96947,177088,96947,78414,6,0.5474509848211059,0.05284242220334057,0.06315074925482833,0.09062814606912961,1
1,5,5,100,1972,112142,229720,117578,112142,7,0.48816820477102557,-0.011831795228974429,0.05284242220334057,0.06315074925482833,1
1,5,5,100,1974,90407,188476,94998,90407,0,0.47967380462233916,-0.012381003748550445,-0.011831795228974429,0.05284242220334057,0
1,5,5,100,1976,77308,236060,157009,77308,0,0.32749301025163097,-0.17007088687547212,-0.012381003748550445,-0.011831795228974429,0
1,5,5,100,1978,96738,184900,96738,88162,0,0.5231909140075717,0.023190914007571672,-0.17007088687547212,-0.012381003748550445,0
1,5,5,100,1980,117316,232930,117316,115614,1,0.5036534581204654,0.0036534581204653582,0.023190914007571672,-0.17007088687547212,1
1,5,5,100,1982,101362,173373,101362,70808,2,0.5846469750191783,0.08873206714294013,0.0036534581204653582,0.023190914007571672,1
1,5,5,100,1984,109425,240657,130700,109425,3,0.4546927785188048,-0.04429984383133784,0.08873206714294013,0.0036534581204653582,1
1,5,5,100,1986,63371,162035,98664,63371,0,0.39109451661678035,-0.10890548338321965,-0.04429984383133784,0.08873206714294013,0
1,5,5,100,1988,58612,222341,163729,58612,0,0.2636130987986921,-0.2363869012013079,-0.10890548338321965,-0.04429984383133784,0
1,5,5,100,1990,85803,181603,93912,85803,4,0.4724756749613167,-0.02256072114180785,-0.2363869012013079,-0.10890548338321965,0
1,5,5,100,1992,74791,240283,104891,74791,0,0.3112621367304387,-0.0837590854954865,-0.02256072114180785,-0.2363869012013079,0
1,5,5,100,1994,57579,179053,93471,57579,0,0.32157517606518743,-0.11880834160873882,-0.0837590854954865,-0.02256072114180785,0
1,5,5,100,1996,105359,215130,105359,98782,0,0.48974573513689396,0.016108963902400797,-0.11880834160873882,-0.0837590854954865,0
1,5,5,100,1998,78394,157157,78394,76051,1,0.4988260147495816,0.0075852245135809016,0.016108963902400797,-0.11880834160873882,1
1,6,6,100,1964,115498,196603,115498,81105,1,0.5874681464677548,0.0874681464677548,NA,NA,NA
1,6,6,100,1966,79865,167503,81907,79865,2,0.4767974304937822,-0.00631135177904707,0.0874681464677548,NA,1
1,6,6,100,1968,76413,202621,126208,76413,0,0.37712280563219014,-0.12287719436780986,-0.00631135177904707,0.0874681464677548,0
1,6,6,100,1970,96969,189875,96969,92906,0,0.5106991441737986,0.01069914417379858,-0.12287719436780986,-0.00631135177904707,0
1,6,6,100,1972,140290,233073,140290,92783,1,0.6019144216618828,0.1019144216618828,0.01069914417379858,-0.12287719436780986,1
1,6,6,100,1974,122785,193550,122785,69942,0,0.6343838801343322,0.13709288267860753,0.1019144216618828,0.01069914417379858,1
1,6,6,100,1976,134914,238282,134914,102364,1,0.5661946768954432,0.06859042979121532,0.13709288267860753,0.1019144216618828,1
1,6,6,100,1978,119537,186201,119537,66664,2,0.6419782922755517,0.1419782922755517,0.06859042979121532,0.13709288267860753,1
1,6,6,100,1980,142685,242011,142685,98331,3,0.5895806388965791,0.09201463803232979,0.1419782922755517,0.06859042979121532,1
1,6,6,100,1982,92178,192972,99703,92178,0,0.4776755176916858,-0.01960850735612174,0.09201463803232979,0.1419782922755517,1
1,6,6,100,1984,87489,242911,155422,87489,0,0.3601689507679767,-0.13983104923202327,-0.01960850735612174,0.09201463803232979,0
1,6,6,100,1986,62133,173437,111304,62133,0,0.3582453571037322,-0.14175464289626782,-0.13983104923202327,-0.01960850735612174,0
1,6,6,100,1988,78814,236888,157020,78814,0,0.33270575124109286,-0.16580730513836,-0.14175464289626782,-0.13983104923202327,0
1,6,6,100,1990,48628,189733,141105,48628,0,0.25629700684646317,-0.24370299315353683,-0.16580730513836,-0.14175464289626782,0
1,6,6,100,1992,60373,239597,166967,60373,0,0.25197727851350393,-0.2344374065276678,-0.24370299315353683,-0.16580730513836,0
1,6,6,100,1994,44159,192717,123101,44159,0,0.2291391003388388,-0.23598589023077843,-0.2344374065276678,-0.24370299315353683,0
1,6,6,100,1996,104225,227756,113020,104225,0,0.45761692337413723,-0.0202421229487445,-0.23598589023077843,-0.2344374065276678,0
1,6,6,100,1998,69201,174781,101630,69201,0,0.3959297635326494,-0.09491544274751068,-0.0202421229487445,-0.23598589023077843,0
1,98,7,100,1946,277872,679766,377972,277872,0,0.4087759611395686,-0.0763138795201298,NA,NA,NA
1,98,7,100,1948,429348,879351,433311,429348,0,0.4882555430084233,-0.0022969678633156243,-0.0763138795201298,NA,0
1,98,7,100,1950,426485,878388,433912,426485,0,0.4855314507939544,-0.004316030855523678,-0.0022969678633156243,-0.0763138795201298,0
1,98,7,100,1952,489645,1093948,601238,489645,0,0.44759440119640054,-0.051148014956691024,-0.004316030855523678,-0.0022969678633156243,0
1,98,7,100,1954,455887,930472,474585,455887,0,0.4899524112493444,-0.01004758875065559,-0.051148014956691024,-0.004316030855523678,0
1,98,7,100,1956,428709,1112096,683387,428709,0,0.3854963959945904,-0.1145036040054096,-0.01004758875065559,-0.051148014956691024,0
1,98,7,100,1958,542315,967767,542315,425452,0,0.5603776528854569,0.060377652885456934,-0.1145036040054096,-0.01004758875065559,0
1,98,7,100,1960,657680,1218483,657680,560803,1,0.5397531192474577,0.039753119247457724,0.060377652885456934,-0.1145036040054096,1
1,98,7,100,1962,543424,1030999,543424,487575,0,0.5270848953296754,0.027084895329675396,0.039753119247457724,0.060377652885456934,1
2,1,8,100,1964,95195,190593,95398,95195,0,0.4994674515853153,-5.32548414684697e-4,NA,NA,NA
2,1,8,100,1966,81302,161384,81302,72984,0,0.5037798046894364,0.026956431562163763,-5.32548414684697e-4,NA,0
2,1,8,100,1968,113501,200450,113501,86949,1,0.5662309802943377,0.06623098029433772,0.026956431562163763,-5.32548414684697e-4,1
2,1,8,100,1970,99483,168154,99483,68671,2,0.5916183974214113,0.09161839742141131,0.06623098029433772,0.026956431562163763,1
2,1,8,100,1972,129408,217996,129408,88588,3,0.5936255711113966,0.09362557111139658,0.09161839742141131,0.06623098029433772,1
2,1,8,100,1974,93524,187727,94203,93524,4,0.49819152279640116,-0.001808477203598835,0.09362557111139658,0.09161839742141131,1
2,1,8,100,1976,108105,253628,145523,108105,0,0.4262344851514817,-0.07376551484851829,-0.001808477203598835,0.09362557111139658,0
2,1,8,100,1978,70348,196485,120791,70348,0,0.35803241977759115,-0.131953709080826,-0.07376551484851829,-0.001808477203598835,0
2,1,8,100,1980,86819,275486,188667,86819,0,0.3151485011942531,-0.18485149880574692,-0.131953709080826,-0.07376551484851829,0
2,1,8,100,1982,118884,247955,124850,118884,0,0.4794579661632151,-0.012238752082187943,-0.18485149880574692,-0.131953709080826,0
2,1,8,100,1984,104972,287757,182785,104972,0,0.3647939059692727,-0.1352060940307273,-0.012238752082187943,-0.18485149880574692,0
2,1,8,100,1986,121848,229217,121848,100260,0,0.5315836085456139,0.04859797936139176,-0.1352060940307273,-0.012238752082187943,0
2,1,8,100,1988,190989,302114,190989,111125,1,0.6321752715862224,0.13217527158622244,0.04859797936139176,-0.1352060940307273,1
2,1,8,100,1990,167623,278459,167623,110836,0,0.6019665372640137,0.10196653726401372,0.13217527158622244,0.04859797936139176,1
2,1,8,100,1992,232696,357932,232696,125236,1,0.6501123118357677,0.15011231183576768,0.10196653726401372,0.13217527158622244,1
2,1,8,100,1994,126373,262689,136316,126373,0,0.4810745786842997,-0.018925421315700297,0.15011231183576768,0.10196653726401372,1
2,1,8,100,1996,173745,314099,173745,140354,0,0.5531536235390753,0.05315362353907527,-0.018925421315700297,0.15011231183576768,0
2,1,8,100,1998,134335,222677,134335,79160,1,0.6032729020060447,0.12921848286845128,0.05315362353907527,-0.018925421315700297,1
2,2,9,100,1964,110931,178909,110931,67978,0,0.6200414735983097,0.12004147359830974,NA,NA,NA
2,2,9,100,1966,85956,151432,85956,65476,1,0.5676211104654234,0.0676211104654234,0.12004147359830974,NA,1
2,2,9,100,1968,102369,183767,102369,81398,2,0.5570586666811778,0.05705866668117776,0.0676211104654234,0.12004147359830974,1
2,2,9,100,1970,96235,149877,96235,53642,3,0.6420931830767896,0.14209318307678964,0.05705866668117776,0.0676211104654234,1
2,2,9,100,1972,89135,195415,106280,89135,0,0.456131822019804,-0.04386817798019599,0.14209318307678964,0.05705866668117776,1
2,2,9,100,1974,47399,165553,118154,47399,0,0.2863071040693917,-0.2136928959306083,-0.04386817798019599,0.14209318307678964,0
2,2,9,100,1976,43150,219547,169292,43150,0,0.19654105954533654,-0.2968857382250214,-0.2136928959306083,-0.04386817798019599,0
2,2,9,100,1978,70691,173037,87939,70691,0,0.40853112340135345,-0.05436550463342371,-0.2968857382250214,-0.2136928959306083,0
2,2,9,100,1980,51026,237432,186406,51026,0,0.21490784729943732,-0.28509215270056265,-0.05436550463342371,-0.2968857382250214,0
2,2,9,100,1982,68086,204161,136075,68086,0,0.333491705075896,-0.16650829492410402,-0.28509215270056265,-0.05436550463342371,0
2,2,9,100,1984,57347,253755,192166,57347,0,0.2259935764812516,-0.27016428001747406,-0.16650829492410402,-0.28509215270056265,0
2,2,9,100,1986,43614,192384,148770,43614,0,0.22670284431137724,-0.2732971556886228,-0.27016428001747406,-0.16650829492410402,0
2,2,9,100,1988,85346,252575,167229,85346,0,0.33790359299218053,-0.16209640700781947,-0.2732971556886228,-0.27016428001747406,0
2,2,9,100,1990,116798,238502,121704,116798,0,0.48971497094363986,-0.01028502905636014,-0.16209640700781947,-0.2732971556886228,0
2,2,9,100,1992,130824,311372,153022,130824,0,0.4201533856608815,-0.03910218921527869,-0.01028502905636014,-0.16209640700781947,0
2,2,9,100,1994,109615,239839,109615,97754,0,0.4570357614899995,0.02859877802371613,-0.03910218921527869,-0.01028502905636014,0
2,2,9,100,1996,205439,285589,205439,9294,1,0.7193519358238588,0.45671834324486693,0.02859877802371613,-0.03910218921527869,1
2,2,9,100,1998,146202,191876,146202,45674,2,0.7619608497154412,0.2619608497154412,0.45671834324486693,0.02859877802371613,1
3,1,10,100,1946,40549,102049,59222,40549,0,0.3973483326637204,-0.09357929658918923,NA,NA,NA
3,1,10,100,1948,56604,132186,75582,56604,0,0.42821478825291637,-0.07178521174708363,-0.09357929658918923,NA,0
3,1,10,100,1950,39717,127735,88018,39717,0,0.3109327905429209,-0.1890672094570791,-0.07178521174708363,-0.09357929658918923,0
3,1,10,100,1952,49379,151196,101512,49379,0,0.32658932775999366,-0.172750528527215,-0.1890672094570791,-0.07178521174708363,0
3,1,10,100,1954,54675,123095,68420,54675,0,0.4441691376579065,-0.0558308623420935,-0.172750528527215,-0.1890672094570791,0
3,1,10,100,1956,52213,145091,92269,52213,0,0.3598638096091418,-0.13861934358605227,-0.0558308623420935,-0.172750528527215,0
3,1,10,100,1958,52853,119469,66067,52853,0,0.44239928349613705,-0.05555835856037672,-0.13861934358605227,-0.0558308623420935,0
3,1,10,100,1960,46863,150295,102921,46863,0,0.31180677999933465,-0.18712946643166162,-0.05555835856037672,-0.13861934358605227,0
3,1,10,100,1962,36711,143209,106498,36711,0,0.25634562073612693,-0.24365437926387307,-0.18712946643166162,-0.05555835856037672,0
3,1,10,100,1974,43524,150809,107285,43524,0,0.28860346531042574,-0.21139653468957426,-0.24365437926387307,-0.18712946643166162,0
3,1,10,100,1976,78181,215833,137652,78181,0,0.36222913085580055,-0.13777086914419945,-0.21139653468957426,-0.24365437926387307,0
3,1,10,100,1980,52457,208872,156415,52457,0,0.2511442414493087,-0.2488557585506913,-0.13777086914419945,-0.21139653468957426,0
3,1,10,100,1984,60372,223018,162646,60372,0,0.2707046068030383,-0.22929539319696168,-0.2488557585506913,-0.13777086914419945,0
3,1,10,100,1986,32430,146083,113653,32430,0,0.22199708384959235,-0.2780029161504076,-0.22929539319696168,-0.2488557585506913,0
3,1,10,100,1988,186356,225263,186356,38907,0,0.8272818882816974,0.32728188828169735,-0.2780029161504076,-0.22929539319696168,0
3,1,10,100,1990,43611,194359,150748,43611,1,0.22438374348499426,-0.27561625651500576,0.32728188828169735,-0.2780029161504076,1
3,1,10,100,1992,135049,261992,135049,113828,0,0.5154699380133745,0.0426335097256878,-0.27561625651500576,0.32728188828169735,0
3,1,10,100,1994,150047,150047,150047,NA,1,1,NA,0.0426335097256878,-0.27561625651500576,1
3,1,10,100,1996,129232,245033,129232,115801,2,0.5274065125921814,0.02740651259218141,NA,0.0426335097256878,NA
3,1,10,100,1998,121863,169918,121863,48055,3,0.717187113784296,0.217187113784296,0.02740651259218141,NA,1
3,2,11,100,1946,56459,116213,59754,56459,0,0.4858234448813816,-0.014176555118618372,NA,NA,NA
3,2,11,100,1948,81775,149042,81775,67267,0,0.5486708444599508,0.048670844459950846,-0.014176555118618372,NA,0
3,2,11,100,1950,76497,139990,76497,63493,1,0.5464461747267662,0.046446174726766154,0.048670844459950846,-0.014176555118618372,1
